X,Buy/Neutral/Sell,tweets,replies,retweets,favs,user,timeStamp,new_tweets,new_dts,assigned_member,coinMentioned,termsMentioned
1524,1,"<a href=""/search?q=%24LTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>LTC</b></a> daily perspective. retested support of previous highs, triggered the reversal, more upside to come<a href=""https://t.co/QkHYs7AG1o"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/QkHYs7AG1o</a>",7,33,60,CryptoYoda1338,2017-06-14 15:18:00,daily perspective retested support of previous highs triggered the reversal more upside to come,1497424680,jason,FALSE,TRUE
1525,0,"<a href=""/search?q=%24LTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>LTC</b></a> triggered @ BTCe<a href=""https://t.co/319R4P3sbl"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/319R4P3sbl</a>",7,14,44,CryptoYoda1338,2017-06-14 15:14:00,triggered btce,1497424440,jason,TRUE,FALSE
1526,0,"<a href=""/search?q=%24LTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>LTC</b></a> triggered at polo, close to trigger at BTC-e",4,6,37,CryptoYoda1338,2017-06-14 15:08:00,triggered at polo close to trigger at btce,1497424080,jason,TRUE,TRUE
1527,1,"soon... <a href=""/search?q=%24LTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>LTC</b></a> getting ready for trend reversal in h4 to upside, expecting strong movements<a href=""https://t.co/kI95ZaLyWe"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/kI95ZaLyWe</a>",3,28,66,CryptoYoda1338,2017-06-14 15:04:00,soon getting ready for trend reversal in h to upside expecting strong movements,1497423840,jason,TRUE,TRUE
1528,0,"<a href=""/search?q=%24LTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>LTC</b></a> starting",8,21,75,CryptoYoda1338,2017-06-14 14:52:00,starting,1497423120,jason,FALSE,TRUE
1529,0,"<a href=""/search?q=%24XRP&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>XRP</b></a> seems to be starting again after retesting previous High support<a href=""https://t.co/KhDyzvGs5p"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/KhDyzvGs5p</a>",5,54,117,CryptoYoda1338,2017-06-14 13:09:00,seems to be starting again after retesting previous high support,1497416940,jason,FALSE,TRUE
1543,1,"<a href=""/search?q=%24ETC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ETC</b></a> starting now",13,76,220,CryptoYoda1338,2017-06-13 13:18:00,starting now,1497331080,jason,FALSE,TRUE
1544,1,"everybody watching BTC sudden drop, in the meanwhile <a href=""/search?q=%24ZEC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ZEC</b></a><a href=""https://t.co/IyPZbIbrj3"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/IyPZbIbrj3</a>",9,13,64,CryptoYoda1338,2017-06-13 11:10:00,everybody watching btc sudden drop in the meanwhile,1497323400,jason,TRUE,FALSE
1545,1,"gotta agree that <a href=""/search?q=%24ETC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ETC</b></a> looks far more attractive to multiply ETH holdings<a href=""https://t.co/9FW8HgNTlL"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/HOHOHOHOHOOHOOO/status/874647622639865856"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/HOHOHOHOHOOHOOO/status/874647622639865856""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/HOHOHOHOHOOHOO</span><span class=""invisible"">O/status/874647622639865856</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>",6,29,95,CryptoYoda1338,2017-06-13 11:05:00,gotta agree that looks far more attractive to multiply eth holdings,1497323100,jason,TRUE,TRUE
1546,1,"<a href=""/search?q=%24GNT&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>GNT</b></a> is at it again... been trend riding since the bottom.<a href=""https://t.co/eS16JXikol"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://www.coinigy.com/s/i/593fed2f9cdf9/"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://www.coinigy.com/s/i/593fed2f9cdf9/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">coinigy.com/s/i/593fed2f9c</span><span class=""invisible"">df9/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>",1,16,42,CryptoYoda1338,2017-06-13 06:49:00,is at it again been trend riding since the bottom,1497307740,jason,FALSE,TRUE
1547,1,"<a href=""/search?q=%24GNT&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>GNT</b></a> preparing for more action today<a href=""https://t.co/k5eXDUnGfM"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/k5eXDUnGfM</a>",8,15,68,CryptoYoda1338,2017-06-13 06:40:00,preparing for more action today,1497307200,jason,FALSE,TRUE
1554,1,"<a href=""/hashtag/Digibyte?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Digibyte</b></a> <a href=""/hashtag/DGB?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>DGB</b></a>
In terms of <a href=""/search?q=%24DGB&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>DGB</b></a>, which of the following describes you best:",9,26,38,CryptoYoda1338,2017-06-13 01:29:00,in terms of which of the following describes you best,1497288540,jason,TRUE,TRUE
1559,1,"<a href=""/search?q=%24ZEC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ZEC</b></a> also in process of reversal here. this one will be big",8,16,54,CryptoYoda1338,2017-06-13 04:16:00,also in process of reversal here this one will be big,1497298560,jason,FALSE,TRUE
1562,1,"Thats what I mean @ <a href=""/search?q=%24DGB&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>DGB</b></a>. Support retested, now preparing for move up again<a href=""https://t.co/VohISxk3JO"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/VohISxk3JO</a>",13,94,186,CryptoYoda1338,2017-06-13 03:38:00,thats what i mean support retested now preparing for move up again,1497296280,jason,FALSE,TRUE
1563,0,"Bitcoin Is Helping the Pot Business Get Over Its Banking Problem - <a href=""https://t.co/MdO9O0ND1M"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""http://www.bloomberg.com/news/articles/2017-06-13/pot-entrepreneurs-look-to-bitcoin-as-big-banks-stay-on-sidelines"" class=""twitter-timeline-link"" target=""_blank"" title=""http://www.bloomberg.com/news/articles/2017-06-13/pot-entrepreneurs-look-to-bitcoin-as-big-banks-stay-on-sidelines""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">bloomberg.com/news/articles/</span><span class=""invisible"">2017-06-13/pot-entrepreneurs-look-to-bitcoin-as-big-banks-stay-on-sidelines</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> <a href=""/hashtag/bitcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>bitcoin</b></a> <a href=""/hashtag/finance?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>finance</b></a> <a href=""/hashtag/crypto?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>crypto</b></a>",2,11,19,CryptoYoda1338,2017-06-13 03:16:00,bitcoin is helping the pot business get over its banking problem,1497294960,jason,TRUE,FALSE
1565,0,"BNT fundraiser live, massive attacks on network. Reports of <a href=""/hashtag/ethereum?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ethereum</b></a> transactions pending. All who try 2 get in will be accepted. Stay calm",97,141,199,CryptoYoda1338,2017-06-12 07:42:00,bnt fundraiser live massive attacks on network reports of transactions pending all who try get in will be accepted stay calm,1497224520,jason,FALSE,TRUE
1567,1,"probably next <a href=""/search?q=%24STEEM&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>STEEM</b></a> &amp; <a href=""/search?q=%24LSK&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>LSK</b></a>",13,24,69,CryptoYoda1338,2017-06-08 12:54:00,probably next amp,1496897640,jason,TRUE,FALSE
1569,1,"<a href=""/search?q=%24DGB&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>DGB</b></a> triangle breakout attempt for more upside<a href=""https://t.co/xJDhN1CHfq"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/xJDhN1CHfq</a>",18,52,109,CryptoYoda1338,2017-06-08 12:27:00,triangle breakout attempt for more upside,1496896020,jason,FALSE,TRUE
1570,0,"its an instantbuy to me<a href=""https://t.co/C5RPQcTFZX"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/Fatih87SK/status/872797586469662720"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/Fatih87SK/status/872797586469662720""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/Fatih87SK/stat</span><span class=""invisible"">us/872797586469662720</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>",11,37,113,CryptoYoda1338,2017-06-08 05:50:00,its an instantbuy to me,1496872200,jason,FALSE,TRUE
1571,1,"<a href=""/search?q=%24GNT&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>GNT</b></a> entry in 2h/2w for upside trend reversal. trigger is close: 20352<a href=""https://t.co/Tmtb5H1TYM"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Tmtb5H1TYM</a>",2,22,57,CryptoYoda1338,2017-06-08 05:04:00,entry in hw for upside trend reversal trigger is close,1496869440,jason,FALSE,TRUE
1572,0,"Great call to finally remove the trollbox from <a href=""/Poloniex"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""2288889440""><s>@</s><b>Poloniex</b></a>. It always ended up something like this:<a href=""https://t.co/MPq7j1a7UY"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/MPq7j1a7UY</a>",24,158,392,CryptoYoda1338,2017-06-07 00:01:00,great call to finally remove the trollbox from it always ended up something like this,1496764860,jason,TRUE,FALSE
1573,0,"Cryptographers are solving complex problems to change money as we know it &amp; I'm over here wondering if I need to include the pole. <a href=""/hashtag/bitcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>bitcoin</b></a><a href=""https://t.co/hs9jiYEqa4"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/hs9jiYEqa4</a>",11,62,188,CryptoYoda1338,2017-04-28 09:17:00,cryptographers are solving complex problems to change money as we know it amp i'm over here wondering if i need to include the pole,1493342220,jason,TRUE,TRUE
1574,1,"Why <a href=""/search?q=%24STR&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>STR</b></a>? breaking triangle, higher low, higher high, now uptrend. all it needs is the confirmation, which is the trigger of todays candle<a href=""https://t.co/kesHc6zRxm"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/kesHc6zRxm</a>",9,23,65,CryptoYoda1338,2017-06-07 12:40:00,why breaking triangle higher low higher high now uptrend all it needs is the confirmation which is the trigger of todays candle,1496810400,jason,FALSE,TRUE
1575,1,"<a href=""/search?q=%24STR&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>STR</b></a> last chance 1895 at confirmation of breakout",16,20,49,CryptoYoda1338,2017-06-07 11:16:00,last chance at confirmation of breakout,1496805360,jason,FALSE,TRUE
1578,1,"<a href=""/search?q=%24STR&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>STR</b></a> Higher Low entry into uptrend. good luck gents<a href=""https://t.co/q29g7wFTsU"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/q29g7wFTsU</a>",5,23,66,CryptoYoda1338,2017-06-07 10:32:00,higher low entry into uptrend good luck gents,1496802720,jason,FALSE,TRUE
1582,1,"<a href=""/search?q=%24TR&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>TR</b></a> such a buy. will chase <a href=""/search?q=%24XRP&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>XRP</b></a> now<a href=""https://t.co/PM17pGzyaI"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/PM17pGzyaI</a>",8,16,45,CryptoYoda1338,2017-06-07 07:30:00,such a buy will chase now,1496791800,jason,FALSE,TRUE
1583,1,"<a href=""/search?q=%24XRP&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>XRP</b></a> bear stop levels aka <a href=""/hashtag/chainreaction?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>chainreaction</b></a><a href=""https://t.co/hsMosxnVH3"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/hsMosxnVH3</a>",8,22,41,CryptoYoda1338,2017-06-07 06:57:00,bear stop levels aka,1496789820,jason,FALSE,TRUE
1584,1,"Calling the bottom for <a href=""/search?q=%24XRP&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>XRP</b></a>, would enter a soon as possible",20,42,157,CryptoYoda1338,2017-06-07 06:34:00,calling the bottom for would enter a soon as possible,1496788440,jason,FALSE,TRUE
1586,1,"<a href=""/search?q=%24ETC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ETC</b></a>/USDT already at trigger. acceleration soon<a href=""https://t.co/5y1IXw7UtM"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/5y1IXw7UtM</a>",NA,45,88,CryptoYoda1338,2017-06-07 06:25:00,usdt already at trigger acceleration soon,1496787900,jason,TRUE,FALSE
1587,1,"<a href=""/search?q=%24ETC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ETC</b></a> seems to have found bottom. buy the breakout to the upside of the triangle on volume, or wait for safer signal<a href=""https://t.co/Ipnj9wTA2S"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Ipnj9wTA2S</a>",5,28,61,CryptoYoda1338,2017-06-07 06:21:00,seems to have found bottom buy the breakout to the upside of the triangle on volume or wait for safer signal,1496787660,jason,FALSE,TRUE
1588,1,"I'm expecting <a href=""/search?q=%24GNT&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>GNT</b></a> to close way higher later today. would buy around here",7,18,51,CryptoYoda1338,2017-06-07 05:13:00,i'm expecting to close way higher later today would buy around here,1496783580,jason,FALSE,TRUE
1592,1,"<a href=""/search?q=%24ZEC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ZEC</b></a>? instabuy",8,28,71,CryptoYoda1338,2017-06-07 03:25:00,instabuy,1496777100,jason,FALSE,TRUE
1593,0,"Published a new blog post on ""Why that BTC upmove is good for alts"". May this be helpful <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f.png"" draggable=""false"" alt=""🙏"" title=""Person with folded hands"" aria-label=""Emoji: Person with folded hands""><a href=""https://t.co/HkPfeWVBXw"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://cryptoyoda1338.wordpress.com/2017/06/07/why-btcs-upmove-is-good-for-alts/"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://cryptoyoda1338.wordpress.com/2017/06/07/why-btcs-upmove-is-good-for-alts/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">cryptoyoda1338.wordpress.com/2017/06/07/why</span><span class=""invisible"">-btcs-upmove-is-good-for-alts/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>",10,40,107,CryptoYoda1338,2017-06-07 01:33:00,published a new blog post on why that btc upmove is good for alts may this be helpful,1496770380,jason,TRUE,FALSE
